original_term,normalized,canonical,frequency,is_garbage,level_2,level_2_description,level_3,level_3_description
Markov Chain Monte Carlo inversion modelling,Markov Chain Monte Carlo Inversion Modeling,Markov Chain Monte Carlo Inversion Modeling,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-078: Markov Chain Monte Carlo,"This cluster encompasses various algorithms for Bayesian inference and sampling from complex probability distributions, including Gibbs sampling, Metropolis-Hastings, and Reversible Jump MCMC."
Markov chain-Monte Carlo method,Markov Chain Monte Carlo Method,Markov Chain Monte Carlo Method,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-078: Markov Chain Monte Carlo,"This cluster encompasses various algorithms for Bayesian inference and sampling from complex probability distributions, including Gibbs sampling, Metropolis-Hastings, and Reversible Jump MCMC."
Markov Chain Monte Carlo sampling,Markov Chain Monte Carlo Sampling,Markov Chain Monte Carlo Sampling,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-078: Markov Chain Monte Carlo,"This cluster encompasses various algorithms for Bayesian inference and sampling from complex probability distributions, including Gibbs sampling, Metropolis-Hastings, and Reversible Jump MCMC."
Markov chain Monte Carlo sampling,Markov Chain Monte Carlo Sampling,Markov Chain Monte Carlo Sampling,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-078: Markov Chain Monte Carlo,"This cluster encompasses various algorithms for Bayesian inference and sampling from complex probability distributions, including Gibbs sampling, Metropolis-Hastings, and Reversible Jump MCMC."
Metropolis-within-Gibbs sampler,Metropoli Within Gibb Sampler,Metropoli Within Gibb Sampler,2,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-078: Markov Chain Monte Carlo,"This cluster encompasses various algorithms for Bayesian inference and sampling from complex probability distributions, including Gibbs sampling, Metropolis-Hastings, and Reversible Jump MCMC."
Reversible-jump Markov Chain Monte Carlo (RJ-MCMC),Reversible Jump Markov Chain Monte Carlo (RJ-MCMC),Reversible Jump Markov Chain Monte Carlo (RJ-MCMC),1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-078: Markov Chain Monte Carlo,"This cluster encompasses various algorithms for Bayesian inference and sampling from complex probability distributions, including Gibbs sampling, Metropolis-Hastings, and Reversible Jump MCMC."
Error Correction Model (ECM),Error Correction Model (ECM),Error Correction Model (ECM),1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
error propagation,Error Propagation,Error Propagation,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
errors-in-variables,Error-in-variables,Error-in-variables,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
L2 error norms,L2 Error Norm,L2 Error Norm,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
Mean Absolute Error,Mean Absolute Error,Mean Absolute Error,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
Mean Square Error,Mean Square Error,Mean Square Error,2,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
Observational error models,Observational Error Model,Observational Error Model,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
Reduction of error,Reduction Of Error,Reduction Of Error,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
Reduction-of-Error Statistic,Reduction-of-error Statistic,Reduction-of-error Statistic,1,False,L2-05: Bayesian & Probabilistic Inference,"Frameworks that combine prior knowledge with observed data via Bayes' theorem to produce posterior distributions, including MCMC sampling and hierarchical models. Examples: MCMC, Metropolis-Hastings, Gibbs Sampling, Hierarchical Bayesian Models, Bayesian Networks, Belief Propagation.",L3-095: Statistical Error Quantification and Modeling,"This cluster encompasses methods for measuring, propagating, and correcting errors in observational data, including metrics like Mean Square Error and models such as Error Correction and Error-in-variables."
